Depthm,T_degC,Salnty
407,6.38,34.05
500,5.61,34.072
600,5.07,34.148
612,5.02,34.16
700,4.7,34.266
800,4.4,34.378
900,4.19,34.481
909,4.18,34.49
1000,3.96,34.478
1100,3.71,34.466
1200,3.46,34.456
1253,3.33,34.45
0,14.5,33.46
8,14.51,33.62
10,14.5,33.622
20,14.46,33.635
24,14.44,33.64
30,14.36,33.665
45,14.08,33.71
50,14.0,33.698
69,13.45,33.6
75,13.05,33.548
93,11.69,33.44
100,11.22,33.49
125,9.85,33.722
138,9.32,33.87
150,9.09,33.837
183,8.8,33.82
200,8.63,33.873
250,8.15,34.061
277,7.9,34.18
300,7.64,34.206
371,6.89,34.23
400,6.67,34.244
500,6.04,34.289
558,5.77,34.31
600,5.56,34.322
700,5.1,34.349
800,4.7,34.373
831,4.59,34.38
900,4.38,34.4
1000,4.07,34.431
1100,3.76,34.463
1152,3.6,34.48
0,14.7,33.53
9,14.59,33.62
10,14.58,33.618
20,14.52,33.597
26,14.46,33.58
30,14.37,33.564
48,13.87,33.51
50,13.81,33.51
74,13.07,33.58
75,13.04,33.589
100,12.28,33.8
125,11.27,33.763
150,10.26,33.68
200,8.83,33.87
250,8.22,34.006
300,7.96,34.088
302,7.96,34.09
400,7.27,34.13
403,7.25,34.13
500,6.4,34.132
600,5.57,34.139
606,5.52,34.14
700,5.06,34.203
800,4.68,34.269
895,4.42,34.33
900,4.41,34.33
1000,4.14,34.322
1100,3.87,34.316
1200,3.61,34.311
1232,3.52,34.31
0,13.78,33.4
8,13.85,33.44
10,13.86,33.451
20,13.9,33.521
21,13.9,33.53
30,13.5,33.505
42,12.72,33.44
50,12.23,33.407
62,11.5,33.4
75,10.74,33.523
84,10.28,33.62
100,9.8,33.62
122,9.43,33.62
125,9.39,33.635
150,9.09,33.78
162,8.98,33.86
200,8.66,33.983
244,8.39,34.05
250,8.37,34.056
300,8.21,34.087
327,8.12,34.09
400,7.54,34.09
493,6.69,34.09
500,6.65,
600,6.05,
700,5.45,
750,5.15,
0,14.6,33.66
8,14.59,33.66
10,14.59,33.664
20,14.59,33.684
23,14.59,33.69
30,14.58,33.677
43,14.57,33.66
50,14.47,33.654
66,14.05,33.64
75,13.67,33.623
89,13.01,33.6
100,12.57,33.582
125,11.69,33.575
132,10.57,33.87
150,10.98,33.795
175,10.43,33.69
200,10.14,33.909
250,9.74,34.325
262,9.68,34.42
300,9.19,34.448
349,8.54,34.38
400,8.04,34.362
500,7.2,34.342
521,7.05,34.34
600,6.38,34.35
700,5.62,34.378
757,5.22,34.4
800,5.03,34.415
900,4.58,34.451
1000,4.12,34.49
1001,4.12,34.49
0,14.65,33.62
9,14.64,33.62
10,14.63,33.62
20,14.5,33.62
26,14.4,33.62
30,14.36,33.637
49,14.02,33.71
50,13.98,33.709
75,12.69,33.66
100,11.05,33.62
101,10.99,33.62
125,10.03,33.684
150,9.45,33.8
199,9.05,34.07
200,9.04,34.072
250,8.74,34.1
300,8.43,34.129
302,8.42,34.13
400,7.53,34.263
405,7.48,34.27
500,6.68,34.306
600,5.94,34.308
609,5.88,34.31
700,5.39,34.335
800,4.94,34.366
900,4.57,34.4
1000,4.23,34.446
1100,3.89,34.494
1200,3.55,34.544
1232,3.44,34.56
0,14.7,33.49
9,14.7,33.69
10,14.7,33.687
20,14.69,33.606
25,14.69,33.53
30,14.68,33.531
47,14.59,33.58
50,14.58,33.578
70,14.39,33.55
75,14.29,33.545
93,13.8,33.53
100,13.58,33.525
125,12.71,33.501
134,12.35,33.49
150,11.46,33.388
200,9.14,33.354
202,9.06,33.35
244,8.9,33.96
250,8.87,33.969
300,8.52,34.038
330,8.26,34.07
400,7.53,34.156
489,6.6,34.25
500,6.52,34.255
600,5.86,34.29
700,5.36,34.309
725,5.26,34.31
800,4.97,34.356
900,4.57,34.418
1000,4.18,34.483
1011,4.14,34.49
0,14.68,33.6
8,14.67,33.51
10,14.67,33.521
20,14.69,33.617
23,14.7,33.66
30,14.59,33.663
44,14.34,33.62
50,14.32,33.607
66,14.26,33.58
75,14.14,33.58
89,13.8,33.58
100,13.2,33.596
125,11.69,33.679
131,11.29,33.71
150,10.48,33.819
173,9.72,33.95
200,9.12,34.022
250,8.49,34.104
258,8.45,34.11
300,8.38,34.23
343,8.3,34.34
400,7.76,34.34
500,6.63,34.34
513,6.47,34.34
600,5.87,34.358
700,5.33,34.383
765,5.06,34.4
800,4.94,34.408
900,4.58,34.432
1000,4.23,34.458
1100,3.88,34.486
1113,3.83,34.49
0,15.5,33.77
8,15.48,33.77
10,15.48,33.768
20,15.48,33.755
24,15.48,33.75
30,15.36,33.718
44,15.01,33.64
50,14.91,33.622
68,14.57,33.6
75,14.4,33.606
91,13.88,33.64
100,13.37,33.674
125,11.92,33.795
136,11.25,33.86
150,10.71,33.924
180,9.84,34.04
200,9.4,34.098
250,8.61,34.199
270,8.41,34.22
300,8.19,34.239
361,7.86,34.25
400,7.52,34.261
500,6.63,34.294
542,6.24,34.31
600,5.83,34.335
700,5.22,34.378
800,4.72,34.418
804,4.7,34.42
900,4.39,34.44
1000,4.06,34.462
1100,3.73,34.486
1116,3.68,34.49
0,15.3,33.69
9,15.22,33.69
10,15.21,33.691
20,15.09,33.694
25,15.01,
30,14.95,33.684
47,14.51,33.64
50,14.34,33.616
72,12.87,33.48
75,12.67,33.485
98,11.33,33.6
100,11.26,33.61
125,10.57,33.748
145,10.33,33.87
150,10.28,33.911
192,10.01,34.23
200,9.91,34.254
250,9.23,34.277
290,8.64,34.31
300,8.53,34.315
387,7.72,34.34
400,7.6,34.342
500,6.73,34.353
582,6.09,34.36
600,5.97,34.364
700,5.38,34.387
800,4.88,34.408
865,4.61,34.42
900,4.49,34.419
1000,4.15,34.417
1100,3.81,34.418
1199,3.48,34.42
0,15.0,33.64
9,15.05,33.68
10,15.05,33.679
20,15.02,33.667
26,15.01,33.66
30,14.95,33.627
49,14.63,33.49
50,14.63,33.496
75,14.4,33.6
100,13.23,33.28
125,11.75,33.249
149,10.51,33.39
150,10.48,33.398
198,9.8,33.82
200,9.78,33.832
250,9.2,34.08
299,8.7,34.21
300,8.69,34.211
400,7.65,34.32
500,6.71,
600,5.9,
602,5.89,
700,5.31,
800,4.83,
892,4.49,34.31
900,4.47,
1000,4.18,
1100,3.88,
1200,3.59,
1232,3.5,34.33
0,15.2,33.58
9,15.2,33.78
10,15.2,33.58
20,15.21,33.581
26,15.21,33.73
30,15.18,33.582
49,14.99,33.68
50,14.98,33.586
75,14.74,33.6
100,14.38,33.606
102,14.33,33.51
125,12.78,33.621
150,10.88,33.64
151,10.8,33.52
200,9.16,33.688
201,9.14,33.78
250,8.14,33.751
300,7.49,33.828
303,7.46,33.94
400,6.61,34.028
405,6.58,34.04
500,6.13,34.211
600,5.78,34.351
608,5.76,34.36
700,5.27,34.405
800,4.75,34.43
900,4.26,34.43
1000,4.02,34.453
1100,3.79,34.476
1200,3.55,34.5
1239,3.46,34.51
0,16.18,33.87
9,16.1,33.87
10,16.1,33.869
20,16.09,33.864
26,16.09,33.86
30,16.09,33.86
49,16.09,33.86
50,16.08,33.86
75,15.88,33.86
100,15.76,33.718
102,15.75,33.71
125,14.34,33.557
150,12.41,33.481
152,12.24,33.48
200,9.72,33.735
202,9.64,33.75
250,9.08,34.055
300,8.49,34.136
306,8.42,34.16
400,7.27,34.196
410,7.15,34.2
500,6.32,34.238
600,5.61,34.282
618,5.51,34.29
700,5.11,34.33
800,4.71,34.376
900,4.4,34.415
914,4.37,34.42
1000,4.13,34.436
1100,3.85,34.457
1200,3.57,34.478
1254,3.42,34.49
0,16.9,34.05
9,16.62,33.98
10,16.62,33.978
20,16.6,33.96
26,16.59,33.95
30,16.58,33.962
49,16.53,34.02
50,16.53,34.019
75,16.43,33.963
76,16.42,33.96
100,16.26,33.932
102,16.25,33.93
125,16.1,33.898
150,15.93,33.863
152,15.92,33.86
200,10.29,33.581
202,10.03,33.58
250,9.33,34.025
300,8.59,34.121
307,8.49,34.16
400,7.09,34.049
411,6.94,34.04
500,6.2,34.103
600,5.66,34.22
621,5.59,34.25
700,5.22,34.289
800,4.8,34.323
900,4.44,34.339
918,4.38,34.34
1000,4.13,34.348
1100,3.82,34.359
1200,3.51,34.371
1263,3.31,34.38
0,16.8,33.93
9,16.82,33.96
10,16.82,33.953
20,16.8,33.883
26,16.79,33.84
30,16.77,33.853
49,16.67,33.95
50,16.67,33.949
75,16.59,33.893
76,16.59,33.89
100,16.14,33.808
102,16.09,33.8
125,15.37,33.661
150,14.23,33.538
152,14.12,33.53
200,10.57,33.677
202,10.42,33.69
250,8.85,33.875
300,8.17,34.009
306,8.15,34.02
400,7.0,34.124
411,6.9,34.13
500,6.31,34.221
600,5.86,34.312
621,5.79,34.33
700,5.4,34.4
800,4.95,34.474
900,4.53,34.532
918,4.46,34.54
1000,4.22,34.531
1100,3.93,34.522
1200,3.64,34.514
1264,3.45,34.51
0,17.1,33.95
9,17.1,33.93
10,17.1,33.93
20,17.08,33.93
25,17.07,33.93
30,17.05,33.926
48,16.99,33.91
50,16.99,33.908
74,16.94,33.89
75,16.94,33.89
99,16.57,33.86
100,16.52,33.851
125,14.95,33.654
147,13.24,33.53
150,13.03,33.539
195,10.42,33.84
200,10.38,33.893
250,9.98,34.273
294,9.63,34.38
300,9.56,34.392
392,8.47,34.45
400,8.38,34.45
500,7.29,34.442
589,6.44,34.42
600,6.36,34.423
700,5.66,34.451
800,5.1,34.484
874,4.77,34.51
900,4.68,34.512
1000,4.35,34.519
1100,4.01,34.528
1200,3.67,34.539
1212,3.63,34.54
0,16.9,33.93
9,16.9,33.98
10,16.9,33.979
20,16.86,33.947
26,16.83,33.91
30,16.81,33.894
49,16.71,33.82
50,16.69,33.821
75,16.01,33.84
100,15.69,33.725
102,15.64,33.71
125,13.62,33.554
150,11.23,33.534
151,11.13,33.53
200,10.04,33.989
201,10.04,34.0
250,9.37,34.156
300,8.89,34.173
304,8.86,34.18
400,8.05,34.301
409,7.98,34.31
500,7.21,34.34
600,6.42,34.338
617,6.29,34.34
700,5.74,34.352
800,5.17,34.372
900,4.68,34.397
913,4.62,34.4
1000,4.35,34.439
1100,4.04,34.485
1200,3.72,34.533
1256,3.55,34.56
0,16.4,33.86
9,16.51,33.91
10,16.5,33.904
20,16.45,33.85
26,16.42,33.82
30,16.36,33.826
48,16.04,33.86
50,16.02,33.849
72,15.82,33.75
75,15.81,33.741
96,15.71,33.69
100,15.69,33.695
125,15.5,33.708
143,15.92,33.87
150,15.19,33.686
191,14.41,33.58
200,14.09,33.645
250,12.26,34.022
292,10.67,34.36
300,10.48,34.338
394,8.81,34.22
400,8.72,34.221
500,7.43,34.276
594,6.51,34.38
600,6.46,34.381
700,5.7,34.407
800,5.1,34.438
886,4.7,34.47
900,4.65,
1000,4.33,
1100,4.0,
1200,3.67,
1238,3.55,34.31
0,16.15,33.64
9,16.24,33.75
10,16.23,33.76
20,16.13,33.84
26,16.04,33.87
30,16.04,33.87
48,16.03,33.87
50,16.03,33.868
74,16.05,33.62
75,16.04,33.824
99,15.66,33.75
100,15.66,33.748
125,15.55,33.761
146,15.98,33.77
150,15.44,33.692
195,15.25,
200,14.98,33.701
250,12.24,33.779
295,9.71,33.91
300,9.67,33.924
396,8.81,34.16
400,8.76,34.16
500,7.63,34.142
600,6.51,34.07
700,5.74,34.18
800,5.11,34.303
896,4.65,34.43
900,4.64,34.43
1000,4.31,34.425
1100,3.98,34.422
1200,3.65,34.42
1244,3.5,34.42
0,16.8,33.71
10,16.61,
20,16.58,33.606
25,16.56,33.58
30,16.54,33.583
47,16.47,33.62
50,16.47,33.623
72,16.43,33.66
75,16.37,33.656
96,15.86,33.62
100,15.86,33.625
125,15.8,33.646
142,16.48,33.82
150,15.68,33.649
189,15.37,33.62
200,14.79,33.641
250,12.09,33.808
288,9.98,34.02
300,9.87,34.095
391,9.02,34.34
400,8.91,34.349
500,7.66,34.351
593,6.52,34.36
600,6.46,34.36
700,5.68,34.365
800,5.07,34.373
895,4.64,34.38
900,4.62,34.382
1000,4.3,34.418
1100,3.98,34.457
1200,3.66,34.497
1233,3.55,34.51
0,16.1,33.77
8,16.06,33.75
10,16.04,33.75
20,15.94,33.75
22,15.92,33.75
30,15.85,33.75
41,15.74,33.75
50,15.63,33.75
63,15.45,33.75
75,15.27,33.75
83,15.14,33.75
100,14.89,33.728
121,14.2,33.6
125,13.87,33.598
150,11.79,33.661
158,11.11,33.71
200,10.67,34.177
232,10.34,34.34
250,10.13,34.39
300,9.51,34.425
304,9.46,34.43
400,8.18,34.436
450,7.55,34.42
500,7.07,34.42
600,6.24,34.42
676,5.72,34.42
700,5.57,34.423
800,4.95,34.44
900,4.32,34.463
1000,3.7,34.491
1057,3.34,34.51
0,15.6,33.82
8,15.63,33.78
10,15.63,33.78
20,15.64,33.78
24,15.64,33.78
30,15.53,33.78
45,15.19,33.77
50,15.12,33.759
69,14.8,33.69
75,14.62,33.65
92,14.05,33.55
100,13.76,33.575
125,12.89,33.69
136,10.56,33.78
150,12.05,33.862
180,11.09,34.14
200,10.54,34.197
250,9.42,34.282
270,9.07,34.29
300,8.75,34.313
359,8.32,34.33
400,7.9,34.33
500,6.92,34.33
539,6.54,34.33
600,6.1,34.348
700,5.47,34.381
800,4.98,34.418
806,4.95,34.42
900,4.6,34.438
1000,4.23,34.459
1100,3.85,34.482
1133,3.73,34.49
0,15.65,33.89
9,15.72,33.87
10,15.72,33.866
20,15.71,33.841
21,15.71,33.84
30,15.7,33.845
39,15.69,33.86
50,15.62,33.86
55,15.59,33.86
70,13.86,33.82
75,15.62,33.86
97,15.63,33.86
100,15.62,33.854
125,15.34,33.749
128,15.28,33.73
150,14.27,33.813
200,11.69,34.17
206,11.35,34.23
250,10.39,34.368
300,9.8,34.43
303,9.78,34.43
400,8.5,34.421
500,7.4,34.34
600,6.42,34.341
700,5.6,34.356
800,4.93,34.38
801,4.92,34.38
900,4.57,34.39
1000,4.21,34.401
1100,3.85,34.415
1133,3.73,34.42
0,15.5,33.68
8,15.53,33.62
10,15.53,33.624
20,15.52,33.674
22,15.52,33.69
30,15.52,33.69
41,15.52,33.69
50,15.52,33.699
62,15.52,33.71
75,15.31,33.752
82,15.19,33.8
100,13.39,33.627
119,11.31,33.49
125,11.02,33.527
150,10.28,33.751
156,10.22,33.82
200,10.16,34.145
231,10.11,34.25
250,9.95,34.283
300,9.45,34.306
305,9.39,34.31
400,8.49,34.363
452,8.0,34.38
500,7.53,34.37
600,6.63,34.349
681,5.95,34.33
700,5.85,34.339
800,5.33,34.389
900,4.8,34.442
983,4.37,34.49
0,14.0,33.55
7,14.17,33.49
10,14.17,33.499
20,14.16,33.527
21,14.16,33.53
30,14.15,33.53
40,14.14,33.53
50,13.87,33.534
60,13.38,33.55
75,12.02,33.631
80,11.58,33.66
100,11.43,33.607
114,11.32,33.57
125,11.21,33.677
141,11.04,33.87
150,10.91,33.948
200,10.21,34.272
209,10.08,34.31
250,9.69,34.43
294,9.32,34.49
300,9.26,34.493
400,8.28,34.505
491,7.4,34.45
500,7.32,34.448
600,6.46,34.434
700,5.7,34.43
784,5.14,34.43
800,5.08,34.432
900,4.68,34.448
1000,4.29,34.465
1100,3.9,34.486
1120,3.82,34.49
0,10.3,33.03
6,18.46,32.92
10,10.29,32.951
15,10.29,32.99
20,10.33,33.005
30,10.39,33.054
31,10.4,33.06
47,10.36,33.15
50,10.35,33.167
64,10.25,33.26
75,10.05,33.381
98,9.54,33.64
100,9.5,33.656
125,9.05,33.81
132,8.93,33.84
150,8.66,33.891
197,8.04,33.96
200,8.01,33.966
250,7.53,34.058
300,7.11,34.136
382,6.55,34.23
400,6.41,34.232
500,5.66,34.232
569,5.2,34.22
600,5.06,34.241
700,4.6,34.313
800,4.14,34.386
818,4.06,34.4
0,9.8,32.63
9,9.63,32.74
10,9.63,32.738
20,9.65,32.722
21,9.65,32.72
30,9.78,32.78
42,9.96,32.9
50,9.95,32.941
63,9.93,33.08
75,9.04,33.219
84,8.3,33.33
100,8.07,33.506
124,7.72,33.62
125,7.71,33.627
150,7.43,33.78
165,7.28,33.86
200,6.93,33.951
243,6.53,33.96
250,6.47,34.026
300,6.09,34.037
323,5.93,34.02
400,5.43,34.065
487,4.96,34.11
500,4.91,34.12
600,4.58,34.195
700,4.32,34.271
750,4.22,34.31
800,4.07,
900,3.78,
1000,3.49,
1100,3.2,
1110,3.17,33.96
0,10.09,32.79
9,,32.77
10,9.85,32.767
20,9.61,32.744
22,9.57,32.74
30,9.57,32.74
44,9.56,32.74
50,9.55,32.755
64,9.54,32.83
75,9.15,32.87
84,8.78,32.92
100,8.37,33.139
123,8.0,33.49
125,7.98,33.51
150,7.81,33.716
161,7.76,33.78
200,7.27,33.943
236,6.76,34.02
250,6.61,34.037
300,6.12,34.069
311,6.03,34.07
400,5.37,34.111
467,4.98,34.14
500,4.85,34.168
600,4.51,34.247
700,4.26,34.317
720,4.22,34.33
800,3.99,34.319
900,3.7,34.306
1000,3.41,34.295
1043,3.29,34.29
0,9.7,32.75
9,9.78,32.81
10,9.78,32.808
20,9.75,32.774
21,9.75,32.77
30,9.75,32.795
42,9.75,32.83
50,9.74,32.798
62,9.72,32.75
75,8.94,33.014
82,8.47,33.19
100,7.97,33.428
118,7.78,33.58
125,7.71,33.637
150,7.52,33.8
154,7.5,33.82
200,7.12,33.929
228,6.87,33.94
250,6.63,33.955
300,6.08,33.979
304,6.04,33.98
400,5.23,34.041
457,4.86,34.08
500,4.67,34.113
600,4.31,34.185
700,4.08,34.248
703,4.08,34.25
800,3.84,34.273
900,3.6,34.297
1000,3.35,34.322
1030,3.28,34.33
0,11.76,
9,11.57,32.92
10,11.55,32.92
20,11.39,32.92
23,11.36,32.92
30,11.35,32.924
47,11.33,32.94
50,11.3,32.945
70,11.01,32.97
75,10.96,32.963
93,10.71,32.95
100,10.5,32.979
125,9.68,33.135
139,9.18,33.26
150,8.9,33.357
184,8.18,33.64
200,7.94,33.709
250,7.29,33.857
274,7.04,33.89
300,6.68,33.967
364,5.88,34.15
400,5.61,34.162
500,5.08,34.199
550,4.93,33.96
600,4.75,34.238
700,4.41,34.279
800,4.13,34.322
841,4.03,34.34
900,3.87,
1000,3.61,
1100,3.34,
1200,3.08,
1215,3.04,33.36
0,11.5,32.83
10,11.53,32.83
20,11.4,32.83
25,11.32,32.83
30,11.27,32.83
50,11.06,32.83
74,10.64,32.88
75,10.62,32.885
99,10.0,33.04
100,9.96,33.048
125,9.12,33.248
148,8.4,33.44
150,8.36,33.456
197,7.75,33.77
200,7.71,33.781
250,7.14,33.915
294,6.68,33.95
300,6.61,33.955
392,5.66,34.0
400,5.59,34.006
500,4.88,34.086
587,4.43,34.16
600,4.38,34.168
700,4.06,34.228
800,3.83,34.29
881,3.7,34.34
900,3.66,
1000,3.44,
1100,3.23,
1200,3.01,
1223,2.96,33.06
0,10.9,32.88
10,10.94,33.01
20,10.81,32.855
24,10.74,32.77
30,10.7,32.77
49,10.63,32.77
50,10.63,32.779
73,10.52,32.95
75,10.5,32.943
97,10.23,32.84
100,10.21,32.845
125,9.97,32.948
146,9.66,33.12
150,9.53,33.157
194,8.09,33.58
200,7.99,33.624
250,7.39,33.907
290,7.18,34.02
300,7.07,34.027
386,6.09,34.0
400,5.94,34.006
500,5.01,34.069
575,4.46,34.14
600,4.36,34.159
700,4.03,34.237
800,3.83,34.315
857,3.78,34.36
900,3.68,
1000,3.44,
1100,3.2,
1179,3.01,34.2
0,11.0,32.63
10,11.12,32.63
20,10.98,32.756
24,10.89,32.81
30,10.8,32.785
49,10.58,32.72
50,10.58,32.715
72,10.49,32.65
75,10.48,32.658
96,10.26,32.77
100,10.14,32.804
125,9.35,33.031
143,8.7,33.21
150,8.53,33.262
190,7.73,33.51
200,7.6,33.559
250,7.03,33.754
287,6.72,33.84
300,6.57,33.858
386,5.67,33.91
400,5.56,33.91
500,4.87,33.91
586,4.46,33.91
600,4.41,33.927
700,4.1,34.058
800,3.87,34.203
881,3.74,34.33
900,3.7,34.341
1000,3.48,34.402
1100,3.26,34.464
1175,3.1,34.51
0,10.2,32.68
10,17.24,32.66
20,9.86,32.66
25,9.77,32.66
30,9.73,32.659
49,9.58,32.65
50,9.57,32.649
74,9.22,32.61
75,9.18,32.607
98,8.35,32.59
100,8.35,32.605
125,8.35,32.803
147,8.35,32.99
150,8.32,33.016
196,7.68,
200,7.64,33.394
250,7.19,33.681
294,6.82,33.86
300,6.75,33.864
392,5.64,33.84
400,5.57,33.845
500,4.87,33.924
588,4.48,34.02
600,4.43,34.032
700,4.09,34.125
800,3.83,34.201
881,3.67,34.25
900,3.63,34.249
1000,3.44,34.242
1100,3.25,34.236
1200,3.06,34.231
1223,3.02,34.23
0,10.16,32.65
10,9.98,32.61
20,9.69,32.689
25,9.55,32.74
30,9.46,32.74
50,9.21,32.74
75,8.96,32.63
100,8.85,32.65
125,8.71,32.742
150,8.58,32.947
160,8.52,33.06
200,7.42,33.64
210,7.12,33.78
250,6.55,33.788
300,6.13,33.788
310,6.09,33.8
400,5.44,33.916
410,5.38,33.93
500,4.89,33.991
600,4.46,34.037
610,4.42,34.04
700,4.15,34.097
800,3.9,34.158
900,3.7,34.215
910,3.68,34.22
1000,3.49,34.25
1100,3.28,34.284
1200,3.07,34.318
1261,2.94,34.34
0,10.32,32.63
10,9.71,32.63
20,9.29,32.663
25,9.14,32.68
30,9.12,32.67
50,9.05,32.63
75,8.59,32.52
100,8.04,32.72
125,7.69,33.059
149,7.45,33.4
150,7.44,33.409
199,7.07,
200,7.06,33.761
250,6.43,33.951
297,5.84,33.98
300,5.81,33.982
396,5.18,34.0
400,5.16,34.004
500,4.72,34.107
593,4.43,34.22
600,4.41,34.226
700,4.14,34.3
800,3.91,34.361
881,3.75,34.4
900,3.71,34.408
1000,3.5,34.448
1100,3.29,34.49
1200,3.08,34.532
1219,3.04,34.54
0,9.9,
10,9.78,32.65
20,9.6,32.683
25,9.52,32.7
30,9.5,32.704
50,9.43,32.72
75,9.37,32.72
100,9.04,32.97
125,8.16,33.252
149,7.33,33.51
150,7.32,33.52
199,7.08,33.82
200,7.07,33.822
250,6.54,33.846
298,5.98,33.87
300,5.96,33.872
398,5.22,33.98
400,5.21,33.982
500,4.68,34.07
595,4.32,34.14
600,4.31,34.143
700,4.07,34.21
800,3.88,34.266
892,3.74,34.31
900,3.72,34.313
1000,3.48,34.346
1100,3.24,34.381
1184,3.04,34.41
0,9.5,32.66
9,9.34,32.57
10,9.31,32.57
20,9.07,32.57
22,9.02,32.57
30,8.99,32.579
45,8.92,
50,8.91,32.599
67,8.89,32.61
75,8.82,32.613
90,8.63,32.66
100,8.4,32.817
125,7.81,33.262
135,7.58,33.46
150,7.44,33.606
182,7.26,33.8
200,7.08,33.858
250,6.54,33.946
275,6.27,33.95
300,6.06,33.978
368,5.58,34.04
400,5.38,34.059
500,4.86,34.115
553,4.64,34.14
600,4.49,34.182
700,4.2,34.269
800,3.96,34.351
837,3.89,34.38
900,3.72,34.394
1000,3.46,34.418
1100,3.19,34.443
1126,3.12,34.45
0,9.15,32.66
10,9.23,32.65
20,9.05,32.667
24,8.97,32.68
30,9.03,32.716
48,9.31,
50,9.3,32.848
71,9.24,33.77
75,9.23,33.033
94,9.14,33.19
100,9.05,33.216
125,8.59,33.331
139,8.27,33.4
150,8.03,33.491
184,7.33,33.77
200,7.09,33.835
250,6.49,33.947
276,6.26,33.95
300,6.05,33.964
369,5.56,33.98
400,5.36,34.0
500,4.83,34.078
557,4.59,34.13
600,4.48,34.175
700,4.27,34.27
800,4.11,34.353
837,4.06,34.38
900,3.86,34.388
1000,3.55,34.401
1100,3.25,34.417
1121,3.18,34.42
0,9.5,32.7
9,9.24,32.74
10,9.21,32.738
20,8.95,32.726
24,8.87,34.34
30,8.87,32.719
47,8.86,34.4
50,8.79,32.72
70,8.29,32.74
75,8.22,32.848
93,8.02,33.26
100,7.97,33.379
125,7.8,33.696
139,7.72,33.8
150,7.61,33.837
185,7.25,33.86
200,7.15,33.867
250,6.87,33.895
275,6.76,33.91
300,6.6,33.959
366,6.17,34.09
400,5.93,34.104
500,5.27,34.105
547,4.98,34.11
600,4.74,34.169
700,4.36,34.287
800,4.06,34.413
828,3.99,34.45
900,3.8,34.475
1000,3.54,34.511
1100,3.29,34.548
1133,3.2,34.56
0,9.7,34.4
9,9.82,32.57
10,9.82,32.573
20,9.82,32.604
22,9.82,32.61
30,9.56,32.616
43,9.07,34.45
50,8.97,32.674
64,8.87,32.75
75,8.82,32.878
84,8.79,32.99
100,8.73,33.135
124,8.61,33.33
125,8.6,33.34
150,8.4,33.581
162,8.28,33.69
200,7.92,33.907
236,7.5,34.02
250,7.27,34.042
300,6.44,34.088
309,6.29,34.09
400,5.42,34.183
455,5.11,34.23
500,4.93,34.253
600,4.62,34.292
679,4.47,34.31
700,4.41,34.318
800,4.1,34.356
900,3.79,34.396
911,3.76,34.4
0,9.65,32.99
9,9.27,32.97
10,9.25,32.975
20,9.09,33.057
22,9.07,33.08
30,8.98,33.182
43,8.85,
50,8.77,33.422
64,,33.13
75,8.44,33.692
84,8.31,33.78
100,8.01,33.829
123,7.58,33.86
125,7.55,33.865
150,7.21,33.923
162,7.08,33.95
200,6.72,34.021
237,6.47,34.07
250,6.4,34.077
300,6.2,34.09
312,6.17,34.09
400,6.0,34.099
467,5.89,34.11
500,5.76,34.131
600,5.35,34.198
700,4.91,34.27
800,4.65,34.286
900,4.38,34.304
935,4.29,34.31
0,9.47,33.64
10,9.6,33.6
20,9.38,33.586
25,9.23,33.57
30,9.16,33.6
50,8.96,33.75
74,8.64,33.8
75,8.63,33.801
99,8.42,33.84
100,8.41,33.844
125,8.24,33.937
148,8.05,34.02
150,8.02,34.023
198,7.4,34.05
200,7.38,34.05
250,6.99,34.061
296,6.74,34.07
300,6.72,34.073
395,6.2,34.14
400,6.18,34.143
500,5.71,34.198
592,5.32,34.24
600,5.28,34.243
700,4.84,34.279
800,4.43,34.313
888,4.1,34.34
900,4.07,34.344
1000,3.82,34.38
1100,3.56,34.417
1187,3.34,34.45
0,11.1,33.03
9,10.82,33.1
10,10.81,33.113
20,10.76,33.213
24,10.74,33.24
30,10.73,33.237
47,10.69,33.23
50,10.55,33.238
71,9.41,33.32
75,9.28,33.329
95,8.83,33.39
100,8.74,33.432
125,8.38,33.645
143,8.18,33.8
150,8.1,33.824
190,7.66,33.88
200,7.53,33.881
250,6.92,33.886
286,6.56,33.89
300,6.51,33.918
383,6.34,34.1
400,6.25,34.116
500,5.7,34.183
577,5.22,34.2
600,5.12,34.217
700,4.7,34.288
800,4.35,34.355
872,4.13,34.4
900,4.05,34.406
1000,3.78,34.43
1100,3.51,34.454
1163,3.34,34.47
0,11.46,33.13
10,11.01,33.13
20,10.68,33.144
24,10.58,33.15
30,10.55,33.156
49,10.42,33.17
50,10.38,33.179
74,9.38,33.45
75,9.34,33.461
98,8.62,33.69
100,8.59,33.706
125,8.35,33.87
147,8.26,33.96
150,8.21,33.968
196,7.48,34.04
200,7.44,34.043
250,6.98,34.07
294,6.71,34.07
300,6.67,34.07
392,6.06,34.07
400,6.02,34.076
500,5.57,34.159
587,5.25,34.25
600,5.19,34.26
700,4.77,34.329
800,4.37,34.385
882,4.05,34.42
900,4.0,34.423
1000,3.7,34.439
1100,3.4,34.456
1176,3.18,34.47
0,10.7,32.86
10,10.52,32.99
20,10.32,33.026
25,10.24,33.03
30,10.25,33.048
49,10.41,33.13
50,10.41,33.133
74,10.42,33.26
75,10.38,33.258
98,9.14,33.24
100,9.06,33.261
125,8.22,33.556
147,7.76,33.86
150,7.72,33.879
196,7.27,34.04
200,7.24,34.05
250,6.92,34.143
294,6.68,34.18
300,6.64,34.182
